INSERTION,DELETION,SUM,SUBTRACT
1,1,2,0
4,4,8,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
3,3,6,0
1,1,2,0
1,1,2,0
6,3,9,3
13,5,18,8
1,1,2,0
10,8,18,2
32,6,38,26
46,1,47,45
5,1,6,4
1,0,1,1
36,8,44,28
3,0,3,3
1,1,2,0
8,4,12,4
24,19,43,5
7,3,10,4
5,1,6,4
5,1,6,4
1,1,2,0
8,4,12,4
24,19,43,5
7,3,10,4
5,1,6,4
5,1,6,4
0,7,7,-7
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
4,4,8,0
8,0,8,8
4,2,6,2
7,1,8,6
10,3,13,7
84,24,108,60
6,0,6,6
25,14,39,11
52,3,55,49
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
4,2,6,2
7,5,12,2
6,0,6,6
1,3,4,-2
0,2,2,-2
3,51,54,-48
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
5,7,12,-2
6,0,6,6
1,3,4,-2
0,2,2,-2
0,11,11,-11
51,3,54,48
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
7,5,12,2
22,11,33,11
1,1,2,0
1,1,2,0
1,1,2,0
0,1,1,-1
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
0,1,1,-1
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
0,1,1,-1
0,1,1,-1
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
2,4,6,-2
22,5,27,17
30,1,31,29
135,0,135,135
46,0,46,46
37,0,37,37
4,1,5,3
18,10,28,8
37,0,37,37
15,6,21,9
61,33,94,28
3,0,3,3
1,1,2,0
15,6,21,9
60,32,92,28
3,0,3,3
1,1,2,0
3,1,4,2
17,19,36,-2
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
3,3,6,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
4,4,8,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
4,4,8,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
4,4,8,0
2,2,4,0
2,2,4,0
4,4,8,0
5,5,10,0
4,4,8,0
1,1,2,0
1,1,2,0
3,3,6,0
2,2,4,0
3,3,6,0
1,1,2,0
3,3,6,0
5,5,10,0
2,0,2,2
160,15,175,145
32,27,59,5
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
0,1,1,-1
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
0,1,1,-1
0,2,2,-2
1,1,2,0
0,1,1,-1
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
0,2,2,-2
0,1,1,-1
1,1,2,0
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
0,2,2,-2
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,4,5,-3
1,1,2,0
1,1,2,0
1,1,2,0
1,4,5,-3
1,1,2,0
0,1,1,-1
6,7,13,-1
1,1,2,0
26,0,26,26
32,27,59,5
2,0,2,2
117,19,136,98
0,1,1,-1
42,10,52,32
228,0,228,228
1,0,1,1
10,39,49,-29
0,201,201,-201
0,11,11,-11
0,1,1,-1
39,10,49,29
201,0,201,201
36,4,40,32
201,0,201,201
4,4,8,0
0,1,1,-1
0,3,3,-3
1,0,1,1
8,10,18,-2
2,1,3,1
0,3,3,-3
1,2,3,-1
3,3,6,0
25,27,52,-2
13,14,27,-1
8,8,16,0
15,16,31,-1
1,3,4,-2
4,5,9,-1
66,18,84,48
4,0,4,4
4,4,8,0
11,11,22,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
5,5,10,0
6,6,12,0
7,7,14,0
5,5,10,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
7,7,14,0
1,1,2,0
6,6,12,0
5,5,10,0
1,1,2,0
9,5,14,4
5,4,9,1
2,9,11,-7
0,0,0,0
0,10,10,-10
3,3,6,0
3,3,6,0
3,3,6,0
3,3,6,0
3,3,6,0
3,3,6,0
4,4,8,0
3,3,6,0
3,3,6,0
5,5,10,0
3,3,6,0
3,3,6,0
3,3,6,0
3,3,6,0
3,3,6,0
6,6,12,0
3,3,6,0
3,3,6,0
2,2,4,0
4,4,8,0
3,3,6,0
3,3,6,0
3,3,6,0
2,2,4,0
2,2,4,0
3,3,6,0
1,1,2,0
3,3,6,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
5,2,7,3
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
4,4,8,0
7,7,14,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
5,5,10,0
2,2,4,0
1,1,2,0
12,13,25,-1
3,3,6,0
4,4,8,0
2,2,4,0
5,5,10,0
3,3,6,0
5,5,10,0
8,8,16,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
2,2,4,0
4,4,8,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
3,3,6,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
4,4,8,0
3,3,6,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
3,3,6,0
3,3,6,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
3,3,6,0
1,1,2,0
1,1,2,0
3,3,6,0
2,2,4,0
1,1,2,0
3,3,6,0
3,3,6,0
4,4,8,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
3,3,6,0
1,1,2,0
1,1,2,0
6,6,12,0
2,2,4,0
1,1,2,0
2,2,4,0
3,3,6,0
2,2,4,0
1,1,2,0
3,3,6,0
2,2,4,0
3,3,6,0
1,1,2,0
1,1,2,0
1,1,2,0
3,3,6,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
3,3,6,0
7,7,14,0
1,1,2,0
3,3,6,0
6,6,12,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
2,2,4,0
3,3,6,0
1,1,2,0
2,2,4,0
6,6,12,0
1,1,2,0
3,3,6,0
1,1,2,0
6,6,12,0
5,5,10,0
2,2,4,0
2,2,4,0
1,1,2,0
4,4,8,0
4,4,8,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
1,1,2,0
4,4,8,0
1,1,2,0
1,1,2,0
3,3,6,0
1,1,2,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
4,4,8,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
7,7,14,0
1,1,2,0
3,3,6,0
1,1,2,0
2,2,4,0
2,2,4,0
2,2,4,0
2,2,4,0
1,1,2,0
2,2,4,0
2,2,4,0
1,1,2,0
1,1,2,0
1,1,2,0
5,5,10,0
5,5,10,0
5,5,10,0
1,1,2,0
1,1,2,0
1,1,2,0
1,1,2,0
3,3,6,0
2,2,4,0
6,6,12,0
6,6,12,0
1,1,2,0
3,3,6,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
6,6,12,0
1,1,2,0
4,3,7,1
2,0,2,2
5,5,10,0
1,1,2,0
1,1,2,0
1,1,2,0
2,2,4,0
1,1,2,0
1,1,2,0
2,2,4,0
2,2,4,0
3,3,6,0
2,2,4,0
1,1,2,0
2,2,4,0
3,3,6,0
1,1,2,0
2,2,4,0
2,2,4,0
2,3,5,-1
78,30,108,48
0,24,24,-24
0,4,4,-4
1,0,1,1
2,1,3,1
2,2,4,0
